id,tags,object_labels
8e4358e79ab7d43ac3b6da3c71ef7272ab36e451eb8a602b6e288cfda91b7c55.jpg,NoCrime,"Canopy,Awning,Outdoors,Symbol"
2791954b2b1d3c4325ba3f84af278c96e9549652a53b5e4d92489a517c2db8b8.jpg,HighCrime,"Human,Person,Police,Military,Military Uniform,People,Armored,Army,Soldier,Officer,Clothing,Apparel,Hat,Weaponry,Weapon,Gun"
6ad6e72bdaaa06a13853faa049350dc80f1efb6c022e551c4a118e9616998757.jpg,NoCrime,"Accessories,Tie,Accessory,Coat,Overcoat,Suit,Apparel,Clothing,Audience,Person,Crowd,Human,Face,Speech,Frown,Sunglasses,People,Dating"
96049bd38e6fca3b09001187377619a01162d0bb36c2bcea9be305f0ce404dcb.jpg,NoCrime,"Apparel,Clothing,Human,Person,Crowd,Face,Man,Indoors,People,Room,Press Conference"
72ef9665295e7f1dccc693752cee9a67253bd6bd9b142e61e1ef9e0dee95e332.png,NoCrime,Pencil Box
98b3f2f38a3ee5dceb516b113048802ac4256fac591e7643b17c1b796b91133c.jpg,NoCrime,"Human,Person,Teacher,Pants,Clothing,Apparel,Sitting,Blackboard,Man,Jeans,Denim,School"
8260c6d78a8721a4c41ac43f0a4e724f403007f53b63eba4232a3c9d263b503b.jpg,NoCrime,"Human,Person,Outdoors,Water,Face,Animal,Apparel,Clothing,Fishing,Fish,Portrait,Photography,Photo,Sea Life,Leisure Activities,Angler"
7f175da0334a8f1fa4a7cfde9cee4c4dc523b108f9963688aad75aad9de1e358.jpg,LowCrime,"Human,Person,Clothing,Apparel,Face,Sleeve,Head,Long Sleeve,Coat,Overcoat,Suit,Man,Indoors,Chair,Furniture,Court,Room,Jacket"
81e9984bf6bfd2e47fa08af9371a8820c42e7fc42856e361e4fc26bb0a09f294.jpg,NoCrime,"Electronics,Phone,Mobile Phone,Texting,Hand-Held Computer,Cell Phone,Computer,Human,Person"
c046d0b0e0da6de7a763bb96690efd0154052d14c3085f0b5f2534a4aa227974.jpg,HighCrime,"Human,Person,Road,Automobile,Vehicle,Transportation,Car,Pedestrian,Path,Building,City,Street,Urban,Town,Asphalt,Tarmac,Sidewalk,Pavement,Text,Label,Intersection,Hydrant,Fire Hydrant,Parking Lot,Parking,Lighting"
66e87446b9ca4fcec49e8773cb666624655f5e9b2c2079677866dd39657c175d.png,NoCrime,"Nature,Flood,Transportation,Car,Vehicle,Automobile,Outdoors,Landscape,Scenery,Human,Person,Roof,Aerial View,Water,Rural,Countryside,Shelter,Building"
930c2fab8b2a3bd5bf8a7220420eb088f7dd257a29ccbb7710632353ef855bd8.jpg,NoCrime,"Teen,Person,Woman,Kid,Child,Female,Human,Girl,Blonde,Crowd,Audience,Apparel,Clothing,Face,Coat,Speech,Jacket,Lecture,Home Decor"
7b91ee1f7634f698fc6014884d5c8d10b95c72e2de729a5eef1a4960ecdff178.jpg,NoCrime,"Shop,Newsstand,Book,Indoors,Grand Theft Auto"
c7b314e2908f66802f8b3ddeee6331a85456f8eb3db4a828a5afa323dad708bc.jpg,LowCrime,"Person,Human,Canine,Animal,Mammal,Dog,Pet,People,Prison"
c652054b15d3dc58b9d4207b5f3c082f55b90ea6e32f873138868c7d32b91197.jpg,LowCrime,"Human,Person,Shop,Grocery Store,Supermarket,Market,Apparel,Clothing,Coat,Indoors"
b20a05c504499d1288c3f83b83d41c40163d1e6f36c98f0295408636ba039a10.jpg,HighCrime,"Gun,Weapon,Weaponry,Rifle,Handgun"
42ce4e0ae4a5fcf5d46717948aecdd932eadc1e7264d7303f084dfb56fb5fe6c.jpg,LowCrime,"Water,Waterfront,Vehicle,Transportation,Outdoors,Dock,Pier,Port,Ship,Harbor,Nature,Boat,Hydrofoil,Lighting,Yacht,Building,Vessel,Watercraft"
b4414eac2fa1eccc92d4316e51df93507a94bf11dfedc362b878d3a88db2c20f.jpg,HighCrime,"Gun,Weapon,Weaponry,Toy,Handgun,Water Gun"
56d14cc7db2abe27f39880ea340a426ce0c6fd232055361c0e349226bac588c0.jpg,HighCrime,"Person,Human,Military,Military Uniform,Armored,Army,People,Troop,Soldier,Machine,Wheel,Vehicle,Truck,Transportation,Car,Automobile,Weaponry,Weapon"
7c7e476b490cb2e7cdd5fe9c573c344770a8931a3fd201281312bb63b6655a5b.jpg,NoCrime,"Helicopter,Vehicle,Transportation,Aircraft,Text,Logo,Trademark,Symbol,Advertisement,Poster,Car,Automobile,Tower,Clock Tower,Architecture,Building,Flyer,Paper,Brochure,Billboard"
982516455587e3de5e5560c88df24756b09a88c6ab1ffce46f1e08b1d42e7907.png,NoCrime,"Human,Person,Face,Smile,Head,Dimples,Man,Accessory,Accessories,Tie,Portrait,Photography,Photo,Hair,People,Performer"
87855a7c8ddcf6ef241e5f005d31fd07f5939b61e05e9d3551dd97769b820cb3.jpg,NoCrime,"Text,Human,Person,Head,Advertisement,Poster,Label,Trademark,Logo,Symbol,Postage Stamp,Face,Paper"
8fdc98f3b608cd18f93a1a997f880b148db01c5de5aa906366d0856544baf176.jpg,NoCrime,"Vegetation,Plant,Tree,Nature,Outdoors,Yard,Bush,Zoo,Animal,Land,Mammal,Forest,Woodland,Road,Building,Housing,Den,Path,Soil,Bunker,Oak,Wildlife,Bear,Lesser Panda"
4c1f3a8739e9d2d72afe59c5eb40c0cb5d799eb9f604d1cffacb81082b3cb11f.jpg,HighCrime,"Person,Human,Furniture,Chair,Table,People,Weaponry,Weapon"
5a5e920cd17b43c66e09c05b89a23be90f947a9e014c9c77143474729a177204.jpg,LowCrime,"Canine,Dog,Pet,Mammal,Animal,Apparel,Clothing"
9739ceafbe387186c32f39ecfd852b8f9defe87b32835597e545d0f86ae69f40.jpg,NoCrime,"Person,Human,Astronaut,Team,Football,Soccer,Sport,Soccer Ball,Sports,Ball,People,Team Sport,Clinic,Building,Lab,Factory,Manufacturing"
99f468a470e478b9eb6d129ad4d1bda78ad9144ac3cccad79fe41089c6108224.jpg,HighCrime,"Person,Human,Indoors,Shop,Room,Bookstore,Book,Library"
898ca9cb54e562e1b9a0042f227d3b48441a4f7cffe71f6099a574d1433a8886.jpg,NoCrime,"Person,Human,Furniture,Table,Electronics,Computer,Screen,Display,Monitor,Desk,Indoors,Lab,Pc,LCD Screen,Workshop,Tabletop"
7371c291720c6ec1a198744662ece7097bb4f5a1c30f11147c57608e034efdc8.jpg,NoCrime,"Flag,Symbol,Human,Person,American Flag,Hand,Crowd,Overcoat,Suit,Coat,Apparel,Clothing"
6e0192cc662464d2a94b1d50c8c0035cc7348c5ef4f653c8fde4a86c442feb4c.jpg,NoCrime,"Human,Person,Military,Military Uniform,People,Police,Armored,Army,Soldier,Officer,Swat Team,Transportation,Vehicle,Clothing,Helmet,Apparel,Automobile,Car,Team,Crowd,Troop"
9a2f9d3179c95c77dcdf719d9ebb5f57d66866912ac827956019e5fa4bdae773.jpg,LowCrime,"Person,Human,Sunglasses,Accessories,Accessory,Apparel,Clothing,Officer,Military Uniform,Military,Hat,Cap,Baseball Cap,Pants"
898afc36819cc9639ba9375841c46e56b59489bd187ccc75bf93b94ce0de2a19.jpg,HighCrime,"Person,Human,Prison,Machine,Advertisement,Poster,People,Paper"
af57b19f21334686d81f9198c0cddcdf2e2155d2f65aa9616012bfc685e5735a.jpg,HighCrime,"Human,Person,Police,People,Military,Military Uniform,Helmet,Apparel,Clothing,Crowd,Marching,Army,Armored,Gun,Weapon,Weaponry,Troop,Swat Team"
bd60bcbbb20e315caf0936d8682919d08ed960bbd1f1b1b7fb242ad30f016815.jpg,LowCrime,"Person,Human,Nature,People,Military,Smoke,Crowd,Military Uniform,Army,Armored,Art,Painting,Urban,Coal,Soldier,Outdoors,Pollution,Parade,Troop,Fog"
98ac1084f22a0098fdc7d08e1855442187fe4e5fde3780187b4599be0ea60da6.jpg,NoCrime,"Person,Human,Truck,Transportation,Vehicle,Nature,Bus,Outdoors,Snow,Winter,Car,Automobile"
8c6f327a2fa5e9122329146ddae6f23b4c7d17c386c572c246282ca350d2ed80.jpg,NoCrime,"Human,Person,Face,Smile,Jewelry,Accessory,Accessories,Necklace,Dimples,Performer,Female,Photography,Portrait,Photo,Hair,Dating"
f02648532b27b9b56ebdc96144919d6484de10afe72d5c9c9abb45ff97c197bd.jpg,HighCrime,"Truck,Transportation,Vehicle,Human,Person,Military Uniform,Military,People,Army,Armored,Soldier,Car,Automobile,Weaponry,Weapon,Half Track,Troop,Machine,Wheel"
7b3cf5d5bef8f8df4cc484eb6dff74bf403940baccc892d4200ba472717bfc08.jpg,NoCrime,"Symbol,Sign,Road,Building,Housing,Road Sign,Panoramic,Outdoors,Scenery,Landscape,Nature,Urban,Architecture,Town,City,Street"
692bfd736b7ca839b331f57b86945b05f4219f863b730c8eeae280851ec4af16.jpg,HighCrime,"Human,Person,Weapon,Weaponry,Gun,Rifle,Military Uniform,Military,Face,Soldier,Paintball,Armored"
6e55400405edafa743fc589b025d360628f0120fc66265b4546592a8614b65a2.jpg,NoCrime,"Animal,Dog,Canine,Pet,Mammal,Bulldog,French Bulldog,Boston Bull"
6a4e471645192962fae44fee59a786aee19bfefac9537a464a1d5b83d1920f45.jpg,NoCrime,"Human,Person,Apparel,Clothing,Text,Female,People,Paper,Woman,Girl,Home Decor"
85413201bf1ca08ec637b72ebd9764ed6590830447ffb73d02a9e7e2f4da37ba.jpg,NoCrime,"Minecraft,Vegetation,Plant,Bush"
56be5f47e4b33a696429f00fac2754714ad6d77f3e0f91a27725f5b6d0d221b0.jpg,HighCrime,"Person,Human,People,Apparel,Clothing,Advertisement,Poster,Outdoors,Face,Building,Screen,Electronics"
894d84ff93db981f5a726619fda890454e9741fd880a6fa56243d42794e3306c.jpg,NoCrime,"Person,Human,Money,Dollar"
8f2cb50918b64b988df58b1332a931312a78243b872db2de77bee5b9dc51ed18.jpg,NoCrime,"Female,Girl,Blonde,Kid,Child,Person,Woman,Teen,Human,Hair,Haircut,Face"
8f32d400e73550017af8886c26e7edcf8093da2fd917155b7d5755360dee56b2.jpg,NoCrime,"Human,Face,Person,Accessories,Accessory,Glasses,Clothing,Apparel,Smile,Head,Overcoat,Coat,Suit,Advertisement,Poster,Collage,Photo,Photography,Portrait,Man,Tie,Selfie,Female,Beard,Jacket,Lip,Teeth,Mouth,Hat,Cap,People"
924a0cf44bd4616bd70dea0dc33bd4309c36a8b9603de6b446e04d94932e23c7.jpg,NoCrime,"Text,Label,Word,Advertisement,Poster,Paper,Flyer,Brochure,Sticker,Logo,Symbol,Trademark"
94b4a3e1cc869167d15ea7b3c1f45bd39a4fb325676e0e9f6dcb4acf45565441.jpg,NoCrime,"Jacket,Apparel,Clothing,Coat,Person,Human,Outdoors,Rock,Nature,Soil,People,Photo,Photography,Archaeology,Water,Face,Pants,Female,Girl"
7fbc1da64c829b67bd1f67907d7aff93de374fc25edb8798cbcb96f52583794a.jpg,NoCrime,"Accessories,Glasses,Accessory,Person,Human,Face,Head,Photography,Portrait,Photo"
938540512a55efab324338dbceadb8cff57f9e2732ed50355a656003c32ba8c1.jpg,NoCrime,"Person,Human,Apparel,Clothing,Wood"
8da27f7f44dc8d8654a1cb388398a6d15161caf13c13f23a9ad3f456c6fa4166.jpg,NoCrime,"Human,Person,Face,Electronics,Cell Phone,Mobile Phone,Phone,Hand-Held Computer,Computer,Texting,Skin,Camera"
793c503528f56d71cec032e5613b641cb349ba80365ac597613d0dd9a66ea781.jpg,NoCrime,"Eagle,Animal,Bird,Flying,Agelaius,Blackbird,Bald Eagle"
42c2e85c032b119f2c50c27e733a417068b3d5e49ff6a451b54b879d0a6974d8.jpg,LowCrime,"Human,Person,Airport,Airport Terminal,Terminal"
aceed12b363c97ec55c065d02bd3d16a4d409569fee45da3b5d33f58603d0947.jpg,LowCrime,"Human,Person,Luggage,Suitcase,Indoors,Room,Court"
785afb94aece965488c291bbda37ac4805e148a31f3d8d79493ed447ebcfbc60.jpg,NoCrime,"Human,Person,Face,Man,Performer,Photo,Photography,Portrait,People"
705a072fee32eb7635d962f7b7cd08a63975b15128857c487a5210dfbcbc8310.jpg,NoCrime,"Human,Person,Text,Clothing,Apparel,Face,People,Crowd,Paper,Head,Brochure,Advertisement,Flyer,Poster,Sleeve"
7e8663fbccfe602ba8be1a4dea8e0ec9824ef48ae9103e416b987fb3d9d4fcdd.jpg,NoCrime,"Accessory,Accessories,Tie,Coat,Apparel,Overcoat,Clothing,Suit,Human,Person,Face,Blazer,Jacket,Attorney,Indoors,Necktie,Frown,Symbol,Flag,Court,Room,People,Jury"
c81d6d5e519d2ff0d33e7f7fa362a6f6dd9e2b7f733176d7d7239b674decb6c8.jpg,LowCrime,"Apparel,Clothing,Head,Building,City,Metropolis,Town,Urban,Veil,Face,Hat,Bag,Plastic Bag,Plastic"
908d574c92fdee24268b61aa8a4e4793658b999d2663fccb766f97c968420dc8.jpg,NoCrime,"Human,Person,Apparel,Clothing,Path,Performer,Costume,Pants,Building,City,Road,Town,Street,Urban"
6aae10bf0ae1adb8316fb2cbb5fb8c6f9ca95e6d7cadd51bc68fc15a881831ef.jpg,NoCrime,"Bronze,Tool,Hammer,Smoke Pipe,Indoors,Handle"
f5554580aadfbcf5689ea311b67ceff35752a7370736a512ff6db94038d999eb.jpg,HighCrime,"Person,Human,Face,Tree,Plant,Costume"
6fa49f88fcbdc616b9f875536ea3c0ad341d1bd695a104e73327a6453482eb58.jpg,NoCrime,"Accessory,Tie,Accessories,Clothing,Overcoat,Coat,Apparel,Suit,Person,Human,Crowd,Audience,Clock Tower,Architecture,Building,Tower,Face,Press Conference,Home Decor,Lecture,Speech,People,Text"
85201a41bcf6b90fb494049a59d36f8b6661db46f22f9169b9f4152deb41400f.jpg,NoCrime,"Human,Person,Apparel,Clothing,Female,People,Girl,Teen,Game"
676edddf12bcc2c27fa09f4942d1c6b435ce261cf196c90693f80df117eb14e1.jpg,NoCrime,"Animal,Furniture,Mammal,Couch,Indoors,Interior Design,Bird,Headrest,Cushion"
f8bedb52adfa765ed08e2ef260869f2f124123cd0ced69860ca1abbe2da15dcf.jpg,HighCrime,"Person,Human,Shoe,Footwear,Apparel,Clothing,Weapon,Weaponry,Gun,People,Wood,Armory"
71db377b783ef0f426aeebff1b753e2231e7e1c4216264fb6d7fdaf146496eb9.jpg,HighCrime,"Face,Person,Human,People,Photo,Photography"
7d71a7dc05c5ac3d39fbbbfa0137517c6957584ce090db3cafff377c05d0959b.jpg,HighCrime,
904393116374d6765923983812e97f6ec13ea832380cdc5276e058aa7f798814.png,NoCrime,"Animal,Sea Life,Shark,Fish,Nature,Outdoors,Ice,Art,Mountain,Crystal"
8507bb5b9c721851dc143634b48a329427df8f1ed2efd7b0bc0cdde1c1baa102.jpg,NoCrime,"Human,Person,Finger,Home Decor,Hand,Hug,Window"
977b7a728f452980c7109f3898a0a91729614fcbe8e67824f842f5bdd5a635d9.jpg,NoCrime,"Outdoors,Mountain,Nature,Nuclear,Person,Human,Volcano,Eruption,Clothing,Apparel,Helmet,Water"
713384ad6d61d97b2b3f8676a8ea0cd453d8cfe8efd434dc1deb38d7b262e972.jpg,NoCrime,"Weapon,Weaponry,Gun,Rifle,Shotgun"
e186b6835ed5dea3336084b415614e4937c3ebbaa92a31344ca51835734ec9bc.jpg,HighCrime,"Person,Human,Military,Military Uniform,People,Armored,Army,Soldier,Officer,Funeral,Transportation,Vehicle,Police"
76ce8e142024ad9baab802ba720c9d8573bd0e4fc22b4a00e95f7fd5c2866576.png,NoCrime,"Pollution,Nature,Outdoors,Animal,Toad,Amphibian,Wildlife,Bottle,Ground"
342e363dd2a0481478e142ed3a4fcd37dffcfad353762be09245b005550147f2.jpg,HighCrime,"Apparel,Clothing,Person,Human,Military,Military Uniform,Poster,Advertisement,Costume,Building,Bridge"
eb343c616fe332ec73862dbe3fd0c6c77fc9f64580fc562b8a4f5f50f93db887.jpg,HighCrime,"Person,Face,Human,Dating,Hand,People,Man,Laughing,Apparel,Clothing,Smile,Photography,Photo,Portrait,Coat,Word"
89ac77fb592e0964f2d291da9d94adb8117331c718f585940edea18e9ae588f1.jpg,NoCrime,"Accessories,Tie,Accessory,Person,Human,Overcoat,Suit,Apparel,Clothing,Coat,Audience,Crowd,Speech,Executive,Lecture,Face,Photography,Photo"
62848d2137e1088bb98f47f4035b8258cf8685884fb93a514dbff518f40658a6.jpg,HighCrime,"Person,Human,Transportation,Vehicle,Tractor,Bulldozer,Bench,Furniture,Slate,Coal"
df0add0b4ee1f670ed7143d7a53cd4fb9c8c20b7adb0d83263e503a4e13dda19.jpg,NoCrime,"Person,Human,Word,Text,Label,Face,Crowd,Parade,Protest,Poster,Advertisement,Skin,People,Handwriting,Man,Head"
a7f45f703f82064ba1fac343b3845e3879ea0fdf534f9260039c8c4c1358f6cd.jpg,LowCrime,"Apparel,Clothing,Human,Person,Pants,Footwear,Shoe,Overcoat,Suit,Coat"
9111c6c77b5adc38f080deed689860f0095663f1c76f2a28e921031dd5740405.jpg,NoCrime,"Human,Person,Nature,Sea,Ocean,Water,Outdoors,Plant,Apparel,Clothing,Blossom,Flower,Flower Arrangement,Flower Bouquet,Shoreline,Coast,Funeral,Symbol,Beach,Rock,Dress,Coat,Female,People,Trash,Vacation,Shorts,Jacket"
92f78c359b1d30e25d72980d9d2ba0c374919f623250eb7fea5281ff06deb6c1.jpg,NoCrime,"Electronics,Headphones,Headset,Person,Face,Human,Smile,Apparel,Clothing,Teen,Photography,Photo,Portrait,Cushion"
793d132d6398c008c84b058c1f2e744e10c058765f0f44b2a40e85d365f83eb7.jpg,NoCrime,"Spoke,Machine,Text,Wheel,Motor"
6c8cdb1a03e10a58aff5603fe73346e4f3f61815b93b4b4ac2b8264fba6a4503.jpg,NoCrime,"Text,Label,Screen,Display,Electronics,Monitor,GPS,Word,Skin,Sticker"
67d711cf569c266b7bbaf1e77f45df26d254f8e4f11ef41697729c7ca791dce3.jpg,NoCrime,"Human,Person,Vehicle,Transportation,Automobile,Car,People,Grand Theft Auto"
d6dad24a631d7abdd4b993545331ff5a3a63a3ebae1d8f0fb385863d1d5c596a.jpg,LowCrime,"Person,Human,Transportation,Car,Vehicle,Automobile,Aircraft,Bus,Airplane,Spaceship,Warplane"
3ce7eb380eac4c971391cb7e39b2a8409b5bc6852923edb30158ee9cf4b11857.jpg,HighCrime,"Human,Person,Apparel,Helmet,Clothing,Electronics,Computer,Pc,Laptop,Machine,Shop,People,Shoe,Footwear,Coat,Overcoat"
8964b8812ecc473849b4507794f0ebe90e40b196020aa06b49d5a1eef5bc03e0.jpg,NoCrime,"Kid,Person,Woman,Blonde,Female,Child,Girl,Human,Teen,Face,Smile,Clothing,Apparel,Portrait,Photo,Photography,Dress,Sleeve,Lady"
71a3d303e15df5f5a2f527028495dce9839f575b65fd856c897ed993264db284.jpg,NoCrime,"Text,Document,Page,Word,Menu,Paper"
81dd724934ae2e9f15d6004913f227c5f3e175d95ebc99003d3b2a99fb671890.jpg,NoCrime,"Overwatch,Scoreboard"
8ae978c5ece36c563923198d0a1b720a55b5233ab185540373c86fcf3834a497.jpg,NoCrime,"Human,Person,Appliance,Cooker,Meal,Food,Slow Cooker,Dish"
af82f2a86b5a015539fbc52ac16d49625dc9260ca1a74f86b76a22109c8424b5.jpg,HighCrime,"Human,Person,Vehicle,Bicycle,Transportation,Bike,Machine,Wheel,Clothing,Shoe,Apparel,Footwear,Bmx,Sports,Sport,Cyclist"
7d6ebe9b1ecf9d5751606b08197f795359695952d71ef7316451f365961ff49b.jpg,NoCrime,"Human,Audience,Crowd,Person,Speech,Flag,Symbol,Lecture,Face,American Flag,Suit,Clothing,Apparel,Overcoat,Coat,Press Conference,Home Decor"
df2d8934b20b03b1b70b591197907b0e9e6b902e1368334e216ecc83069b5a34.jpg,HighCrime,"Person,Human,Shoe,Footwear,Apparel,Clothing,Tire,Police,Machine,Wheel,People,Car Wheel,Military Uniform,Military"
6c804a57a9a19f219d6cac911f911512c5039e987bc88a59283337128aaa7a34.jpg,NoCrime,"Toy,Poster,Advertisement,Electronics,Computer,Hardware"
6de5c5b94955473fa05f94e5ddf12194414305e99051258595a108054130269b.jpg,NoCrime,"Human,Person,Jogging,Exercise,Fitness,Sport,Sports,Working Out,Outdoors,Apparel,Shoe,Clothing,Footwear,Nature,Running"
fc2950d9f4910920ebf8cf93ff24fb8d4206049b38b645831f11f84b1d996754.jpg,HighCrime,"Human,Person,Ninja,Apparel,Clothing,Costume,Performer,Coat"
98a61e492e6f7f3943f59975ffde0a8176a75df8fb3398054ba62771546c3ad1.jpg,NoCrime,"Accessories,Tie,Accessory,Coat,Clothing,Apparel,Suit,Overcoat,Human,Person,Crowd,Audience,Speech,Face,Business Card,Text,Paper,People,Press Conference,Lecture"
6d381b0907056ec266fe9d2f8f3e7fd0d50df625dc55028a86a587f82be6c95f.jpg,NoCrime,"Apparel,Clothing,Shorts,Human,Person,Outdoors,Animal,Bird,Symbol,Smoke,Nature,Cross,Skin"
7ed234c468976df7578b0e86436b20a5283a76839c11b3d4d0a605601bb11786.jpg,NoCrime,"Human,Crowd,Person,Audience,Press Conference,Rally,Offroad,Vehicle,Transportation,People,Speech,Lecture"
6d1fd1b511444ec0bb7b5b55cafe157f923ec5e2724a0dc2fd3d6082b20f05c5.jpg,NoCrime,"Accessory,Accessories,Sunglasses,Person,Blonde,Human,Girl,Teen,Kid,Female,Woman,Child,Face,Smile,Vacation,Glasses,Portrait,Photo,Photography,Clothing,Swimwear,Apparel,Selfie,Teeth,Mouth,Lip"
c998ef00f157504c064490d3ea06fbb24fffb15627f6932e5f4f9e2adbbae6c7.jpg,LowCrime,"Human,Person,Arcade Game Machine,Shop,Car,Transportation,Vehicle,Automobile,Apparel,Clothing"
51588c5531152325272a6517d541fdb1f40966b1215029062e872d5739e9bc9b.jpg,HighCrime,"Person,Human,Transportation,Car,Vehicle,Automobile,Police Car,Grand Theft Auto,Car Wash,Truck"
8eb5ba6e2b31f7f480bcd6c0e4c4429c62803ffd9457bed1165ce4df9d66765a.jpg,NoCrime,"Person,Human,Toe,Heel"
